Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,28 Abdullah Al-Arabi St. Extension of El-Tayaran St. 7th District,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,42 Abbas Al-Akkad St. - Above Al-Essawy Specialized Hospital,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,112 Mostafa El-Nahas - Above QNB Bank,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,The Gate Mall Granite Square - 8th District - Sheikh Zayed,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,18 Artillery Buildings - Golf Land - Nasr City,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,6 Safwat El-Mithaq Towers next to 10th District Sun Mall,19911,
Cairo,Nasr City,Laboratory,Al-Borg Labs,Analysis,Sky Gate Mall - Almaza Air Base Wall - Next to Egypt Air Hospital,19911,
Cairo,Nasr City,Laboratory,Royal Lab,Analysis,5 Abbas Al-Akkad St. Next to National Bank 7th Floor,16064,
Cairo,Nasr City,Laboratory,Royal Lab,Analysis,41 Abdel Hamid Awad Intersection of Mostafa El-Nahas,16064,
Cairo,Nasr City,Laboratory,Royal Lab,Analysis,14 Mohamed Mahdi Arafa St. - 10th District - Fath Building - 2nd Floor,16064,
Cairo,Nasr City,Laboratory,Al-Hekma Lab,Analysis,14 Al-Nozha St. El-Saa Square above Misr Pharmacies,16059,
Cairo,Nasr City,Laboratory,Al-Hekma Lab,Analysis,Flat 1 Corner of Mahdi Arafa with Ahmed El-Zomor 10th District,16059,
Cairo,Nasr City,Laboratory,Speed Lab Medical Laboratories,Analysis,6 Dr. Mohamed Awad St. off Makram Ebeid Ground Floor,19358,
Cairo,Nasr City,Laboratory,Speed Lab Medical Laboratories,Analysis,65 Mostafa El-Nahas in front of Gad Restaurant Intersection of Abbas Al-Akkad with Mostafa El-Nahas,19358,
Cairo,Nasr City,Laboratory,Ezz Lab,Analysis,Flat 402 4th Floor 10 1st May Buildings next to Labor University El-Saa Square,022747538,01144506379
Cairo,Nasr City,Laboratory,Ezz Lab,Analysis,4 Mohamed Mahdi Arafa St. next to Tayseer Medical,24129797,01144506379
Cairo,Nasr City,Laboratory,Shams El-Din Lab,Analysis,5 Town Lab 5 Abbas Al-Akkad St.,024122940,01224787525
Cairo,Nasr City,Laboratory,Town Lab,Analysis,5 Abbas Al-Akkad St.,01203333896,
Cairo,Nasr City,Laboratory,Al-Shams Labs,Analysis,104 Abbas Al-Akkad Intersection of Mostafa El-Nahas Nasr City,022744115,19445
Cairo,Nasr City,Laboratory,Al-Shams Labs,Analysis,2 1st May Buildings next to Nasr City Police Station,19445,
Cairo,Nasr City,Laboratory,Al-Shams Labs,Analysis,6 Mohamed Mahdi off Ahmed El-Zomor Intersection of Zaker Hussein,0224098098,19445
Cairo,Nasr City,Laboratory,Cairo Lab,Analysis,81 Mostafa El-Nahas off Makram Ebeid,19962,
Cairo,Nasr City,Laboratory,Cairo Lab,Analysis,Akhenaton St. - 10th District - Cairo Governorate 82,19962,
Cairo,Nasr City,Laboratory,Cairo Lab,Analysis,Ahmed El-Zomor St. - 10th District next to Vodafone and Oriental Weavers - Cairo Governorate,19962,
Cairo,Nasr City,Laboratory,Al-Ansari Lab,Analysis,13 Mostafa El-Nahas - Next to Oriental Weavers - 3rd Floor,19324,
Cairo,Nasr City,Laboratory,Speed Lab Medical Laboratories,Analysis,6 Mohamed Mahdi Arafa St. Block 2 Nasr City,19358,
Cairo,Nasr City,Laboratory,Speed Lab Medical Laboratories,Analysis,34 Abbas Al-Akkad St. - In front of Abu El-Ezz El-Soury - Nasr City,01000940501,
Cairo,Nasr City,Laboratory,Speed Lab Medical Laboratories,Analysis,2 Yusuf Abbas St. - Next to Doctors Syndicate - 5th Floor,01000937834,
Cairo,Nasr City,Laboratory,Speed Lab Medical Laboratories,Analysis,6 Ismail El-Qabbani St. - 1st Zone El-Zomor - Nasr City,01000937834,
Cairo,Nasr City,Laboratory,Fast Lab,Analysis,Medical Analysis,01050403141,223868606
Cairo,Nasr City,Laboratory,Hesab Medical Laboratories,Analysis,52 Mostafa El-Nahas St. above Housing and Development Bank,16987,
Cairo,Nasr City,Laboratory,Dakk Medical Laboratories,Analysis,2 Youth Engineers St. - El-Nasr Rd. - 4th Floor - Nasr City,01008184068,
Cairo,Nasr City,Doctor,Islam Magdy Saad (Be Plus Dental),Dentist,Flat No. 51 - 5th Floor - Property No. 31 - El-Batrawy St. off Abbas Al-Akkad - Nasr City,01009717198,
Cairo,Nasr City,Doctor,Egyptian First Dental Center,Dentist,EMC Mall Dr. El-Shibini St. off El-Tayaran next to Kebabji El-Dahan and Hyper Market,554465800,
Cairo,Nasr City,Doctor,Dr. S. Mohsen (Dental Lounge),Dentist,15 Abdel Salam El-Shazly St. behind Al-Ahly Club,0224704923,01002227983
Cairo,Nasr City,Doctor,Mohamed Shaker Tobi,Dentist,58 Ahmed Hassan El-Zayat St. - Embassies District - Nasr City,01274578892,
Cairo,Nasr City,Doctor,Heliopolis Dental,Dentist,14 Triangle Land Building 3 behind Dr. Nermin Ismail School Nasr City 2000 End of Mostafa El-Nahas,01091196389,
Cairo,Nasr City,Doctor,Dr. Mohamed Adel Abdel Rahman,Dentist,92 Makram Ebeid St. - Nasr City,01550079779,
Cairo,Nasr City,Doctor,Sparkle Clinic,Dentist,57 Hassan Aflaton St. Golf Land - Nasr City,01025021919,
Cairo,Nasr City,Doctor,Dental Avenue Clinic,Dentist,1 Engineers Buildings first of Makram Ebeid - Nasr City,0224184009,01067639967
Cairo,Nasr City,Doctor,Mahmoud Saad Amer (City Dental),Dentist,2 CIB Bank St. Abdel Hakim El-Refai Abbas Al-Akkad,0224145664,
Cairo,Nasr City,Doctor,Dr. Mohamed Salah Mohamed,Dentist,8 Ramo Buildings El-Nasr Rd. opposite Ahmed Fakhry St. 8th Floor Apt 504,01015121612,
Cairo,Nasr City,Doctor,Fayez Farid (Sparkles Clinic),Dentist,26 Ahmed Fakhry St. 6th Zone next to Hasbo Hospital Nasr City,01069687835,
Cairo,Nasr City,Doctor,Dr. Hazem Ahmed Mohamed Abdel Rahman,Dentist,33 Hassan Maamoun St. Amarat El-Modara - Al-Ahly Club - Nasr City,01002412712,
Cairo,Nasr City,Doctor,Dr. Hatem El-Maghraby,Dentist,3 Saudi Buildings - In front of Dar El-Defaa El-Gawi Nasr City,01227340493,
Cairo,Nasr City,Doctor,Orchid Dental Center (Dr. Ahmed Mohamed Ali),Dentist,Block 10 Area 11 Extension of Abu Dawood El-Zahery Apt 345 3rd Floor,01029949822,01121366885
Cairo,Nasr City,Doctor,Mohamed Mohsen Mohamed Ali,Dentist,19 Extension of Makram Ebeid Apt 12 1st Floor,01017777003,
Cairo,Nasr City,Doctor,Mohamed Hazem Mahmoud (Pure Dental),Dentist,Youth Engineers Residences Building 12 El-Nasr Rd. 1st Floor,01010846472,
Cairo,Nasr City,Doctor,Shamakh Dental Center,Dentist,26 Reconstruction and Housing Buildings St. 8th Floor Makram Ebeid St. Nour El-Din Bahgat in front of Al-Sarag Mall,01114844884,01220011011
Cairo,Nasr City,Doctor,Dental Center (Dr. Medhat Salah El-Din),Dentist,School Station - 87 Abdel Aziz Fahmy St. - Next to Market,01007009505,
Cairo,Nasr City,Doctor,Ahmed Gamal Ibrahim Hassan,Dentist,19 Makram Ebeid St. 4th Floor,01022436222,
Cairo,Nasr City,Doctor,American Dental Care,Dentist,3018 Entrance B Zahraa Nasr City Apt 1 1st Floor,222740587,
Cairo,Nasr City,Doctor,Dr. Mostafa Mokhtar Anwar,Dentist,10 Omar Abdel Fattah Mohamed El-Didi St. 8th Zone behind Al-Manhal Schools,01119685579,
Cairo,Nasr City,Doctor,Omar Abdel Fattah Mohamed El-Didi,Dentist,33 Abbas Al-Akkad St. Second Floor,1017555505,
Cairo,Nasr City,Doctor,Dr. Zeinab Youssef Mohamed,Dentist,24 Nadi El-Sikka El-Hadid St. First Zone Abbas Al-Akkad Nasr City,1099450015,
Cairo,Nasr City,Doctor,Tooth Spot Dental (Dr. Ziad Amr El-Masry),Dentist,32 Ahmed Fakhry St. Nasr City next to El Ezaby Pharmacy,1001062637,
Cairo,Nasr City,Doctor,Chroma Dental Center (Dr. Shehab El-Din Abdel Tawab),Dentist,Technology Mall next to Al-Sarag Mall Extension of Makram Ebeid - Nasr City,01224023272,01119035566
Cairo,Nasr City,Doctor,Dr. Haitham Abdel Moneim Abdel Aal,Orthopedic Surgery,4 Ahmed El-Zomor St.,104242423,
Cairo,Nasr City,Doctor,Khadiga Mohamed Ibrahim Alian,Pediatrics,11 Fathallah Refaat St. - 2nd Zone - Nasr City - Ground Floor Apt 1,01011500129,01067467369
Cairo,Nasr City,Doctor,Mohamed Nabil Mohamed Abdel Gawad,Cardiology and Vascular,Dar Al Fouad Medical Tower - Specialist Clinics - Clinic 410 - Intersection of El-Nasr Rd with Youssef Abbas,01555687587,
Cairo,Nasr City,Doctor,Hussein Badr El-Sayed,General Surgery and Endoscopy,EMC Center Dr. El-Shibini St.,01554834808,
Cairo,Nasr City,Doctor,Dr. Ashraf Mahmoud Okba,Endocrinology and Diabetes,Mostafa El-Nahas St. - Osman Buildings Building 77 Apt 206,01200061165,
Cairo,Nasr City,Doctor,Dr. Fatma Abdel Kader Sheish,Dermatology and Venereology,10 Abbas Al-Akkad St. 9th Zone - Nasr City,1223904689,
Cairo,Nasr City,Center,International Physiotherapy Center (Ibrahim Bandary),Physiotherapy,Building 9 A Extension of Hassan Maamoun next to El-Salam Mosque,01221607160,
Cairo,Nasr City,Center,New Hope Physiotherapy,Physiotherapy,Abdel Moneim El-Sanadily St. off Youssef Abbas behind Ministry of Manpower and next to Stadium Metro Station,1001239338,
Cairo,Nasr City,Center,Taiba Physiotherapy Center,Physiotherapy,Dar El-Defaa El-Gawi Street - Next to Grand Tiba Rose Hotel,01003814043,01064489581
Cairo,Nasr City,Center,Asلوب Hayat Physiotherapy,Physiotherapy,10 Yusuf Abbas St. - In front of Al-Zohour Club - Nasr City,01128814422,
Cairo,Nasr City,Center,Golf Physiotherapy Center,Physiotherapy,2 El-Fareeq Mohamed Ibrahim off Mohamed Hassanein Heikal Nasr City 22,01202525252,22718800
Cairo,Nasr City,Center,Green Clinic Physiotherapy,Physiotherapy,Zahraa Nasr City First Phase next to Sharea Pharmacy,01024282477,
Cairo,Nasr City,Center,Etqan Physiotherapy Center (Islam Belal),Physiotherapy,60 Mostafa El-Nahas in front of Lapoire next to Mahgoub Makram Ebeid,1008330072,
Cairo,Nasr City,Center,Bustan Physiotherapy (Amr Moheb),Physiotherapy,11 Mahdy Arafa St. in front of Al-Masa Hospital - Nasr City - 1st Floor,1008820786,
Cairo,Nasr City,Center,Al-Amal Physiotherapy (Reda Kotb),Physiotherapy,7 Ahmed El-Zomor St. Apt 5 Nasr City,1007087632,
Cairo,Nasr City,Center,Seha Physiotherapy (Islam Nabih),Physiotherapy,Samir Morsi St. Hassan Heikal Abbas Al-Akkad St. Nasr City,1227406860,1011343985
Cairo,Nasr City,Center,Rehab Optics,Optics,Mostafa El-Nahas St.,0224705445,01000509844
Cairo,Nasr City,Center,Grand Optics,Optics,52 Makram Ebeid in front of Child Park,1114109900,1223177161
Cairo,Nasr City,Center,C You Optics,Optics,Intersection of Abbas Al-Akkad with Mostafa El-Nahas next to Salah El-Din Roastery and near International Park,1126783242,
Cairo,Gesr El-Suez,Hospital,Qabaa Specialized,All Specialties,25 Ibrahim Khalil in front of El-Qanal Market,01022795231,
Cairo,Gesr El-Suez,Specialized Hospital,Tabarak Hospital (Shams),Pediatrics,97 Ezz El-Marsafy St. - Ain Shams (Operations Only) - Gesr El-Suez,22999802,
Cairo,Gesr El-Suez,Specialized Clinics,Asmaa Specialized Clinics,All Specialties,End of Gamal Abdel Nasser above Makkah Pharmacy - Gesr El-Suez,221834226,1070701116
Cairo,Gesr El-Suez,Pharmacy,El Ezaby Pharmacy,Medications,241 Gesr El-Suez St.,19600,
Cairo,Gesr El-Suez,Pharmacy,Misr Pharmacies,Medications,Gesr El-Suez St. Next to El-Shams Club,19110,
Cairo,Gesr El-Suez,Pharmacy,Misr Pharmacies,Medications,Gesr El-Suez St. Arab Station,19110,
Cairo,Gesr El-Suez,Pharmacy,Dawy Pharmacies,Medications,62 A Gesr El-Suez St.,1271283444,1271289444
Cairo,Gesr El-Suez,Radiology,Femto Scan,Radiology,Gamal Abdel Nasser St. Next to Hadrmout Antar Restaurant,1022822289,01115255501/022663031
Cairo,Gesr El-Suez,Radiology,Med Scan,Radiology,Ezz El-Arab Intersection Gesr El-Suez Next to Al-Aziz Bellah 43,01281088667,224504780-0120578906
Cairo,Gesr El-Suez,Laboratory,Al-Borg Labs,Analysis,164 Gesr El-Suez St. - In front of Alf Maskan Station,19911,
Cairo,Gesr El-Suez,Laboratory,Al-Borg Labs,Analysis,2 Al-Faroukiya Bldgs.,19911,
Cairo,Gesr El-Suez,Laboratory,Al-Borg Labs,Analysis,282 Gamal Abdel Nasser St. - Craftsmen Area - El-Salam,19911,
Cairo,Gesr El-Suez,Laboratory,Al Mokhtabar Labs,Analysis,25 Gesr El-Suez Division of Omar Ibn Al-Khattab Society - First of Gamal Abdel Nasser,19014,
Cairo,Gesr El-Suez,Laboratory,Al Mokhtabar Labs,Analysis,100 Gesr El-Suez Alf Maskan Square - In front of Rabaa Station,19014,
Cairo,Gesr El-Suez,Laboratory,Royal Lab,Analysis,100 A Gesr El-Suez St. - Alf Maskan Square - Apt No (2) - 4th Floor,16064,
Cairo,Gesr El-Suez,Laboratory,Al-Hekma Lab,Analysis,157 Gamal Abdel Nasser in front of Orange,16059,
Cairo,Gesr El-Suez,Laboratory,Al-Hekma Lab,Analysis,1 Al-Azhar St. from Gamal Abdel Nasser Gesr El-Suez,16059,
Cairo,Gesr El-Suez,Laboratory,Fast Lab,Analysis,117 Gamal Abdel Nasser St. - Second Floor next to Roma,01026007503,
Cairo,Gesr El-Suez,Laboratory,Fast Lab,Analysis,Gamal Abdel Nasser St. - Al-Razi Center - Corner of Al-Azhar St.,01026007505,
Cairo,Gesr El-Suez,Laboratory,Cairo Lab,Analysis,112 A Alf Maskan Square - Gesr El-Suez,19962,
Cairo,Gesr El-Suez,Laboratory,Sina Lab,Analysis,283 Gamal Abdel Nasser St. from Gesr El-Suez,1101133522,
Cairo,Gesr El-Suez,Laboratory,Al-Shams Labs,Analysis,2 B Gesr El-Suez Al-Faroukiya Buildings next to El-Shabrawy Restaurant - Second Floor,19445,19445
Cairo,Gesr El-Suez,Laboratory,Speed Lab Medical Laboratories,Analysis,Alf Maskan _ 100 A Safwa Tower Gesr El-Suez 2nd Floor,19358,
Cairo,Gesr El-Suez,Doctor,Dr. Ahmed Mohamed Taha (Royal Dental Clinic),Dentist,Gesr El-Suez Main St. - Next to Etoile - Alf Maskan,01117654301,
Cairo,Gesr El-Suez,Doctor,Smile Dental Clinics (Dr. Sahar),Dentist,1 A Gesr El-Suez Alf Maskan Square - Above Koshary El-Zaeem 60,01555251225,
Cairo,Gesr El-Suez,Doctor,Dr. Walid Ahmed El-Saeed,Dentist,68 El-Arbaeen Gesr El-Suez,01000316063,
Cairo,Gesr El-Suez,Doctor,Future Dental Center,Dentist,48 Gamal Abdel Nasser St. Gesr El-Suez 1st Floor,01207140281,
Cairo,Gesr El-Suez,Doctor,Dr. Karim Gamal Younis,Dentist,96 A Gesr El-Suez St. Alf Maskan Square,01021534514,
Cairo,Gesr El-Suez,Doctor,Mohamed Abdel Rahman Mohamed El-Atreby,Urology Surgery,36 Al-Kurdi St. Gesr El-Suez in front of Hospital,1022999238,
Cairo,Gesr El-Suez,Center,Taba Physiotherapy,Physiotherapy,68 Gesr El-Suez El-Zaytoun,0224527878,0225885930
Cairo,Gesr El-Suez,Center,Etqan Physiotherapy Center (Islam Belal),Physiotherapy,100 A Gesr El-Suez Alf Maskan Square above Al Mokhtabar,01008330072,
Cairo,Gesr El-Suez,Center,Jaber Physiotherapy Center,Physiotherapy,76 A Gesr El-Suez In front of Alf Maskan Square next to Etoile,1025101874,1120187048
Cairo,Hadayek El-Qobba,Hospital,Wahet El-Teb Hospital,All Specialties,19 Masr Wal Sudan St. Extension of Ahmed Said,01155706241,01204896558
Cairo,Hadayek El-Qobba,Hospital,San Paula Hospital,All Specialties,1 Ahmed Sew St. - Hadayek El-Qobba,224650197,224650199
Cairo,Hadayek El-Qobba,Specialized Hospital,Tabarak Hospital,Pediatrics,29 Wali El-Ahd St.,0226015222,
Cairo,Hadayek El-Qobba,Specialized Hospital,Tabarak Hospital,Pediatrics,Hadayek El-Qobba 2 - 2 El-Safa Wal Marwa from Extension of Wali El-Ahd - Hadayek El-Qobba,24554152,
Cairo,Hadayek El-Qobba,Pharmacy,El Ezaby Pharmacy,Medications,146 Masr Wal Sudan - Hadayek El-Qobba,19600,
Cairo,Hadayek El-Qobba,Pharmacy,Misr Pharmacies,Medications,Wali El-Ahd St.,19110,
Cairo,Hadayek El-Qobba,Pharmacy,Misr Pharmacies,Medications,127 Masr Wal Sudan St. in front of Sheikh Ghorab Mosque Hadayek El-Qobba,19110,
Cairo,Hadayek El-Qobba,Laboratory,Al Mokhtabar Labs,Analysis,127 Masr Wal Sudan Tower A Apt 12,19014,
Cairo,Hadayek El-Qobba,Laboratory,Al Mokhtabar Labs,Analysis,385 Ramsis - In front of Demerdash Hospital,19014,
Cairo,Hadayek El-Qobba,Laboratory,Al-Borg Labs,Analysis,115 Masr Wal Sudan St. - Above KFC - El-Mohafza Station,19911,
Cairo,Hadayek El-Qobba,Laboratory,Royal Lab,Analysis,127 C Masr Wal Sudan St. - Second Floor,16064,
Cairo,Hadayek El-Qobba,Laboratory,Ezz Lab,Analysis,127 Masr Wal Sudan St. Next to Teka - In front of Amina Farag Clinics 2nd Floor,01144506379,224823844
Cairo,Hadayek El-Qobba,Laboratory,Fast Lab,Analysis,127 Masr Wal Sudan St. Floor 2 above El-Haty Restaurant,0224343546,0226845935
Cairo,Hadayek El-Qobba,Laboratory,Al-Shams Lab,Analysis,120 Masr Wal Sudan _ above Vodafone,0226848198,19445
Cairo,Hadayek El-Qobba,Doctor,Heliopolis Dental,Dentist,11 Doedar next to El-Ezaby Pharmacy - Hadayek El-Qobba,01017099992,
Cairo,Hadayek El-Qobba,Doctor,Dr. Ahmed Mohamed Sakr,Obstetrics and Gynecology,124 Masr Wal Sudan St. 2nd Floor Hadayek El-Qobba,01555644441,
Cairo,Hadayek El-Qobba,Center,Saray El-Qobba Physiotherapy,Physiotherapy,71 Toumanbay St. in front of Al-Tahera Palace,01202336668,
Cairo,Zeitoun,Hospital,El-Ganzoury Hospital,All Specialties,63 Toumanbay - Roxy - Zeitoun,222591929,22591998-97-39-29
Cairo,Zeitoun,Hospital,El-Zeitoun Specialized Hospital,All Specialties,15 Omar El-Mokhtar - Zeitoun,0222845000,222846000
Cairo,Zeitoun,Pharmacy,El Ezaby Pharmacy,Medications,279 Teraat El-Gabal - Zeitoun - Cairo,19600,
Cairo,Zeitoun,Pharmacy,El Ezaby Pharmacy,Medications,35/37 El-Aziz Bellah St. - Zeitoun,19600,
Cairo,Zeitoun,Pharmacy,El Ezaby Pharmacy,Medications,136 Selim El-Awal St. - Next to Kheir Zaman Supermarket - Helmeyet El-Zeitoun,19600,
Cairo,Zeitoun,Pharmacy,El Ezaby Pharmacy,Medications,2 Toumanbay St. - Ibn Sander Square - Zeitoun,19600,
Cairo,Zeitoun,Doctor,Egyptian First Dental Center,Dentist,64 Selim El-Awal St. - May Towers,556544004,01003883221
Cairo,Zeitoun,Doctor,Dr. Thomas Ajaiby Marcos,Orthopedic Surgery,17 A Senan St. office No 109 2nd Floor El-Zeitoun,1221186462,1070092911
Cairo,Helmeyet El-Zeitoun,Hospital,El-Salam Specialized Hospital,All Specialties,141 Toumanbay St. Next to Atef El-Sadat Mosque,1227171324,
Cairo,Helmeyet El-Zeitoun,Specialized Hospital,Tabarak Hospital,Pediatrics,Helmeyet El-Zeitoun - 115 Selim El-Awal Zeitoun Towers,26362267,
Cairo,Helmeyet El-Zeitoun,Pharmacy,Care Pharmacy (Dr. Emad El-Din),Medications,80 Selim El-Awal Helmeyet El-Zeitoun,19757,
Cairo,Helmeyet El-Zeitoun,Pharmacy,El Ezaby Pharmacy,Medications,1 Ibn El-Hakam Square,19600,
Cairo,Helmeyet El-Zeitoun,Radiology,Al-Qassas Radiology Center,Radiology,8 Selim El-Awal St. - Helmeyet El-Zeitoun Square,01208080708,0226371937
Cairo,Helmeyet El-Zeitoun,Laboratory,Al Mokhtabar Labs,Analysis,Ain Shams St. - In front of Bakheet Hospital 2,19014,
Cairo,Helmeyet El-Zeitoun,Laboratory,Al-Borg Labs,Analysis,35/45 Ibn El-Hakam St. - Beit El-Ezz Buildings (A) - Ibn El-Hakam Square - In front of 6 October Club,19911,
Cairo,Helmeyet El-Zeitoun,Laboratory,Al-Borg Labs,Analysis,115 Selim El-Awal St.,19911,
Cairo,Helmeyet El-Zeitoun,Laboratory,Royal Lab,Analysis,80 (A) Selim El-Awal St. - Above Koshary El-Zaeem - 1st Floor,16064,
Cairo,Helmeyet El-Zeitoun,Laboratory,Al-Hekma Lab,Analysis,81 Helmiya Square El-Fahim Medical Tower,16059,
Cairo,Helmeyet El-Zeitoun,Laboratory,Speed Lab Medical Laboratories,Analysis,Helmiya _ 81 Selim El-Awal St _ Helmiya Square Fahim Tower 2nd Floor,19358,
Cairo,Helmeyet El-Zeitoun,Laboratory,Ezz Lab,Analysis,99 Selim El-Awal St. 1st Floor Helmeyet El-Zeitoun,01200555562,
Cairo,Helmeyet El-Zeitoun,Laboratory,Sina Lab,Analysis,27 Helmiya Square,1069000662,
Cairo,Helmeyet El-Zeitoun,Laboratory,Town Lab,Analysis,Ibn El-Hakam St. Marble Tower 2nd Floor,1111652983,
Cairo,Helmeyet El-Zeitoun,Center,Dr. Ahmed Abdel Latif Physiotherapy Center,Physiotherapy,81 (A) Selim St - Helmeyet El-Zeitoun Square - Fahim Tower - 6th Floor,0226322069,
Cairo,Hadayek El-Zeitoun,Laboratory,Cairo Lab,Analysis,El-Ezab Towers _ Ibn El-Hakam Square _ Toumanbay St. Building A,19962,01090011263
Cairo,Hadayek El-Zeitoun,Center,New Hope Physiotherapy,Physiotherapy,Abdel Rahman Nasr St. in front of Metro Station,1001239338,
Cairo,Ain Shams,Hospital,Abu El-Dahab Specialized Hospital,All Specialties,5 El-Logha St. Hadayek El-Zeitoun,0119630113,01093522361
Cairo,Ain Shams,Medical Center,El-Khayri Specialized Medical Center,All Specialties,6 Ayoub Hanna St. - El-Metrawi St. - Ain Shams El-Sharkia,01028628601,
Cairo,Ain Shams,Specialized Hospital,Tabarak Hospital,Pediatrics,161 Ain Shams St. in front of Mandour Institute El-Shorta - Ain Shams,0224959050,
Cairo,Ain Shams,Specialized Hospital,Tabarak Hospital,Pediatrics,97 Ezz El-Morsy - Ain Shams,21878312,0222999705 / 21878311
